Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
AIDA scenario 1 practice topic annotation,Language or annotated text dataset related to AIDA scenario 1 practice topic annotation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99169965203408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
AIDA scenario 1 practice topic source data,Research dataset covering AIDA scenario 1 practice topic source data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99168746193408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
AIDA scenario 2 practice topic annotation,Language or annotated text dataset related to AIDA scenario 2 practice topic annotation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99173664073408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
AIDA Ukrainian broadcast and telephone speech audio and transcripts,Language or annotated text dataset related to AIDA Ukrainian broadcast and telephone speech audio and transcripts.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99165721563408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
AISHELL-1,Linguistic Data Consortium dataset related to AISHELL-1.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171663643408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
ALISE statistical report 2015,Language or annotated text dataset related to ALISE statistical report 2015.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99130269203408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
All India digital base map,Geospatial dataset related to All India digital base map.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105267173408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
America's Congress : [dataset],Research dataset covering America's Congress : [dataset].,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105822693408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
Amostra de uso público do censo demográfico de 1980,Research dataset covering Amostra de uso público do censo demográfico de 1980.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=997563373408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
An English dictionary of the Tamil verb [dataset],Language or annotated text dataset related to An English dictionary of the Tamil verb [dataset].,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127511293408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Ancient Chinese corpus,Language or annotated text dataset related to Ancient Chinese corpus.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135058453408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Arabic speech recognition pronunciation dictionary,Language or annotated text dataset related to Arabic speech recognition pronunciation dictionary.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132011933408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Arabic treebank - weblog,Linguistic Data Consortium dataset related to Arabic treebank - weblog.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99131969963408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
ARL Arabic dependency treebank,Linguistic Data Consortium dataset related to ARL Arabic dependency treebank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132010923408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
ATIS : seven languages,Language or annotated text dataset related to ATIS : seven languages.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157206293408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
AttImam,Research dataset covering AttImam.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163036443408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Automatic content extraction for Portuguese,Research dataset covering Automatic content extraction for Portuguese.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171916093408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Avatar education Portuguese,Research dataset covering Avatar education Portuguese.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155747063408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Bamanankan lexicon,Language or annotated text dataset related to Bamanankan lexicon.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132011833408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"BLLIP North American news text, complete","Research dataset covering BLLIP North American news text, complete.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135095303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,News & Media,Dataset,Hosted by Yale Library,Yale Library
BOLT Arabic discussion forum parallel training data,Linguistic Data Consortium dataset related to BOLT Arabic discussion forum parallel training data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155796773408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Arabic discussion forums,Linguistic Data Consortium dataset related to BOLT Arabic discussion forums.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155789933408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"BOLT Chinese conference : discussion forum, SMS/Chat, and conversational telephone speech","Linguistic Data Consortium dataset related to BOLT Chinese conference : discussion forum, SMS/Chat, and conversational telephone speech.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157692023408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Chinese Discussion Forum : parallel training data,Linguistic Data Consortium dataset related to BOLT Chinese Discussion Forum : parallel training data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132012443408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Chinese discussion forums,Linguistic Data Consortium dataset related to BOLT Chinese discussion forums.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132012633408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Chinese SMS/Chat,Linguistic Data Consortium dataset related to BOLT Chinese SMS/Chat.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155792203408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Chinese-English word alignment and tagging : conversational telephone speech training,Linguistic Data Consortium dataset related to BOLT Chinese-English word alignment and tagging : conversational telephone speech training.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155635383408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Chinese-English word alignment and tagging : SMS/Chat training,Linguistic Data Consortium dataset related to BOLT Chinese-English word alignment and tagging : SMS/Chat training.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155827963408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Chinese-English word alignment and tagging discussion forum training,Linguistic Data Consortium dataset related to BOLT Chinese-English word alignment and tagging discussion forum training.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132010983408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"BOLT Egyptian Arabic conference : discussion forum, SMS/Chat, and conversational telephone speech","Linguistic Data Consortium dataset related to BOLT Egyptian Arabic conference : discussion forum, SMS/Chat, and conversational telephone speech.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99159894133408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"BOLT Egyptian Arabic PropBank and Sense : discussion forum, SMS/Chat, and conversational telephone speech","Linguistic Data Consortium dataset related to BOLT Egyptian Arabic PropBank and Sense : discussion forum, SMS/Chat, and conversational telephone speech.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163034563408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian Arabic SMS/chat and transliteration,Linguistic Data Consortium dataset related to BOLT Egyptian Arabic SMS/chat and transliteration.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132075793408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian Arabic SMS/Chat parallel training data,Linguistic Data Consortium dataset related to BOLT Egyptian Arabic SMS/Chat parallel training data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99159894323408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian Arabic treebank - SMS/Chat,Linguistic Data Consortium dataset related to BOLT Egyptian Arabic treebank - SMS/Chat.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163033093408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian Arabic treebank : conversational telephone speech,Linguistic Data Consortium dataset related to BOLT Egyptian Arabic treebank : conversational telephone speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171642143408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian Arabic treebank : discussion forum,Linguistic Data Consortium dataset related to BOLT Egyptian Arabic treebank : discussion forum.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155796133408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian Arabic-English word alignment : conversational telephone speech training,Linguistic Data Consortium dataset related to BOLT Egyptian Arabic-English word alignment : conversational telephone speech training.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155593573408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian Arabic-English word alignment : SMS/Chat training,Linguistic Data Consortium dataset related to BOLT Egyptian Arabic-English word alignment : SMS/Chat training.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155834933408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT Egyptian-English word alignment : discussion forum training,Linguistic Data Consortium dataset related to BOLT Egyptian-English word alignment : discussion forum training.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155805133408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"BOLT English Conference : discussion forum, SMS/chat, and conversational telephone speech","Linguistic Data Consortium dataset related to BOLT English Conference : discussion forum, SMS/chat, and conversational telephone speech.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99156806023408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English discussion forums,Linguistic Data Consortium dataset related to BOLT English discussion forums.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135059303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"BOLT English PropBank and Sense : discussion forum, SMS/chat, and conversational telephone speech","Linguistic Data Consortium dataset related to BOLT English PropBank and Sense : discussion forum, SMS/chat, and conversational telephone speech.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155869683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English SMS/Chat,Linguistic Data Consortium dataset related to BOLT English SMS/Chat.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155794853408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English translation treebank : Chinese discussion forum,Linguistic Data Consortium dataset related to BOLT English translation treebank : Chinese discussion forum.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155598123408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English translation treebank : Chinese SMS/Chat,Linguistic Data Consortium dataset related to BOLT English translation treebank : Chinese SMS/Chat.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163035083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English translation treebank : Egyptian Arabic SMS/Chat,Linguistic Data Consortium dataset related to BOLT English translation treebank : Egyptian Arabic SMS/Chat.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164936593408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English Treebank : discussion forum,Linguistic Data Consortium dataset related to BOLT English Treebank : discussion forum.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155833173408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English Treebank : SMS/Chat,Linguistic Data Consortium dataset related to BOLT English Treebank : SMS/Chat.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157193513408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT information retrieval comprehensive training and evaluation,Linguistic Data Consortium dataset related to BOLT information retrieval comprehensive training and evaluation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155716483408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Call My Net 1,Research dataset covering Call My Net 1.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171916013408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CALLFRIEND American English-Non-Southern dialect,Linguistic Data Consortium dataset related to CALLFRIEND American English-Non-Southern dialect.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155780213408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND American English-Southern dialect,Linguistic Data Consortium dataset related to CALLFRIEND American English-Southern dialect.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155870343408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Canadian French speech corpus,Linguistic Data Consortium dataset related to CALLFRIEND Canadian French speech corpus.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155779853408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Egyptian Arabic,Linguistic Data Consortium dataset related to CALLFRIEND Egyptian Arabic.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155751233408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Mandarin Chinese-Mainland dialect,Linguistic Data Consortium dataset related to CALLFRIEND Mandarin Chinese-Mainland dialect.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155739523408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Mandarin Chinese-Taiwan dialect,Linguistic Data Consortium dataset related to CALLFRIEND Mandarin Chinese-Taiwan dialect.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155674333408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Russian speech,Linguistic Data Consortium dataset related to CALLFRIEND Russian speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99168747743408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Russian text,Linguistic Data Consortium dataset related to CALLFRIEND Russian text.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99168295713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CALLHOME Japanese,Linguistic Data Consortium dataset related to CALLHOME Japanese.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=991011276834308651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CAMIO transctiption languages,Research dataset covering CAMIO transctiption languages.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99165715703408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CCGbank,Linguistic Data Consortium dataset related to CCGbank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132079033408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
CEA Registry,Geospatial dataset related to CEA Registry.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99122962643408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
CELEX2,Research dataset covering CELEX2.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127505283408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
"Census of retail trade, 1972. Public use summary tape","Research dataset covering Census of retail trade, 1972. Public use summary tape.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99106123783408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
"Census of wholesale trade, 1972","Research dataset covering Census of wholesale trade, 1972.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99110164363408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
CHiME2 grid,Research dataset covering CHiME2 grid.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132078403408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CHiME2 WSJ0,Research dataset covering CHiME2 WSJ0.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155717353408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CHiME3,Research dataset covering CHiME3.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155736033408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Chinese abstract meaning representation,Linguistic Data Consortium dataset related to Chinese abstract meaning representation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155827113408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Chinese CogBank,Language or annotated text dataset related to Chinese CogBank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155835733408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
"Chinese lexical resources for gender, number, animacy","Language or annotated text dataset related to Chinese lexical resources for gender, number, animacy.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155870253408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Chinese treebank 9.0,Linguistic Data Consortium dataset related to Chinese treebank 9.0.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132009933408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Chinese-English parallel sentences extracted from patents,Language or annotated text dataset related to Chinese-English parallel sentences extracted from patents.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155715913408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"Churches and church membership in the United States, 1990","Research dataset covering Churches and church membership in the United States, 1990.",http://ssrs.yale.edu/data/SSDA/ROPER/CHURCH/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CIEMPIESS balance,Research dataset covering CIEMPIESS balance.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155745283408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CIEMPIESS experimentation,Research dataset covering CIEMPIESS experimentation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155752723408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CIEMPIESS light,Research dataset covering CIEMPIESS light.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155735813408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
